Project_Name,Project_Link,HTML_Filename,Full_Filepath,Download_Status
Blue Green Infrastructure Mapping,https://una.city/nbs/kathmandu/blue-green-infrastructure-mapping,151_Blue_Green_Infrastructure_Mapping.html,raw_html_data\151_Blue_Green_Infrastructure_Mapping.html,Success
Blue Pearls for Berlin,https://una.city/nbs/berlin-fua/blue-pearls-berlin,152_Blue_Pearls_for_Berlin.html,raw_html_data\152_Blue_Pearls_for_Berlin.html,Success
Blue-Green Infrastructure in Neighborhood,https://una.city/nbs/antwerpen/blue-green-infrastructure-neighborhood,153_Blue-Green_Infrastructure_in_Neighborhood.html,raw_html_data\153_Blue-Green_Infrastructure_in_Neighborhood.html,Success
Boathouse in Podjuchy by the Regalica river,https://una.city/nbs/szczecin/boathouse-podjuchy-regalica-river,154_Boathouse_in_Podjuchy_by_the_Regalica_river.html,raw_html_data\154_Boathouse_in_Podjuchy_by_the_Regalica_river.html,Success
Bog Meadows Enhancement Project,https://una.city/nbs/belfast/bog-meadows-enhancement-project,155_Bog_Meadows_Enhancement_Project.html,raw_html_data\155_Bog_Meadows_Enhancement_Project.html,Success
Bohnenbach Park,https://una.city/nbs/bielefeld/bohnenbach-park,156_Bohnenbach_Park.html,raw_html_data\156_Bohnenbach_Park.html,Success
Botanical garden and its greenhouses renovation,https://una.city/nbs/rouen/botanical-garden-and-its-greenhouses-renovation,157_Botanical_garden_and_its_greenhouses_renovation.html,raw_html_data\157_Botanical_garden_and_its_greenhouses_renovation.html,Success
Botanical garden enhancement,https://una.city/nbs/saint-etienne/botanical-garden-enhancement,158_Botanical_garden_enhancement.html,raw_html_data\158_Botanical_garden_enhancement.html,Success
"Botanical garden in the forest ""Marszewo""",https://una.city/nbs/gdynia/botanical-garden-forest-marszewo,159_Botanical_garden_in_the_forest_Marszewo.html,raw_html_data\159_Botanical_garden_in_the_forest_Marszewo.html,Success
Botanical garden restoration,https://una.city/nbs/lisboa/botanical-garden-restoration,160_Botanical_garden_restoration.html,raw_html_data\160_Botanical_garden_restoration.html,Success
Botanical square Montessori,https://una.city/nbs/catania/botanical-square-montessori,161_Botanical_square_Montessori.html,raw_html_data\161_Botanical_square_Montessori.html,Success
Boulevards in the housing estate of Bacieczki,https://una.city/nbs/bialystok/boulevards-housing-estate-bacieczki,162_Boulevards_in_the_housing_estate_of_Bacieczki.html,raw_html_data\162_Boulevards_in_the_housing_estate_of_Bacieczki.html,Success
Bowling Park Community Orchard,https://una.city/nbs/bradford/bowling-park-community-orchard,163_Bowling_Park_Community_Orchard.html,raw_html_data\163_Bowling_Park_Community_Orchard.html,Success
Brackwede derelict area,https://una.city/nbs/bielefeld/brackwede-derelict-area,164_Brackwede_derelict_area.html,raw_html_data\164_Brackwede_derelict_area.html,Success
Bradford Beck project,https://una.city/nbs/bradford/bradford-beck-project,165_Bradford_Beck_project.html,raw_html_data\165_Bradford_Beck_project.html,Success
Bradford Urban Garden,https://una.city/nbs/bradford/bradford-urban-garden,166_Bradford_Urban_Garden.html,raw_html_data\166_Bradford_Urban_Garden.html,Success
Bremen buzzes - program for the protection of bees,https://una.city/nbs/bremen/bremen-buzzes-program-protection-bees,167_Bremen_buzzes_-_program_for_the_protection_of_bees.html,raw_html_data\167_Bremen_buzzes_-_program_for_the_protection_of_bees.html,Success
Bridgefoot Street Park,https://una.city/nbs/dublin/bridgefoot-street-park,168_Bridgefoot_Street_Park.html,raw_html_data\168_Bridgefoot_Street_Park.html,Success
Bring Nature Home,https://una.city/nbs/iasi-fua/bring-nature-home,169_Bring_Nature_Home.html,raw_html_data\169_Bring_Nature_Home.html,Success
Brookley by the Bay,https://una.city/nbs/mobile-fua/brookley-bay,170_Brookley_by_the_Bay.html,raw_html_data\170_Brookley_by_the_Bay.html,Success
Brunton Park Flood Alleviation Scheme,https://una.city/nbs/newcastle/brunton-park-flood-alleviation-scheme,171_Brunton_Park_Flood_Alleviation_Scheme.html,raw_html_data\171_Brunton_Park_Flood_Alleviation_Scheme.html,Success
Bryggervej,https://una.city/nbs/arhus/bryggervej,172_Bryggervej.html,raw_html_data\172_Bryggervej.html,Success
Building Climate Change Resilience,https://una.city/nbs/kaysone-phomvihane/building-climate-change-resilience,173_Building_Climate_Change_Resilience.html,raw_html_data\173_Building_Climate_Change_Resilience.html,Success
Building Climate Change Resilience,https://una.city/nbs/battambang/building-climate-change-resilience,174_Building_Climate_Change_Resilience.html,raw_html_data\174_Building_Climate_Change_Resilience.html,Success
Building Coastal City Resilience in Pekalongan,https://una.city/nbs/pekalongan-city/building-coastal-city-resilience-pekalongan,176_Building_Coastal_City_Resilience_in_Pekalongan.html,raw_html_data\176_Building_Coastal_City_Resilience_in_Pekalongan.html,Success
Building With Nature: Mangrove Rehabilitation,https://una.city/nbs/paramaribo/building-nature-mangrove-rehabilitation,180_Building_With_Nature_Mangrove_Rehabilitation.html,raw_html_data\180_Building_With_Nature_Mangrove_Rehabilitation.html,Success
Building climate resilience through peri-urban agriculture,https://una.city/nbs/gorakhpur/building-climate-resilience-through-peri-urban-agriculture,175_Building_climate_resilience_through_peri-urban_agriculture.html,raw_html_data\175_Building_climate_resilience_through_peri-urban_agriculture.html,Success
Building coastal resilience for Muanda’s communities,https://una.city/nbs/muanda/building-coastal-resilience-muandas-communities,177_Building_coastal_resilience_for_Muandas_communities.html,raw_html_data\177_Building_coastal_resilience_for_Muandas_communities.html,Success
Building community-driven vertical gardens,https://una.city/nbs/agege/building-community-driven-vertical-gardens,178_Building_community-driven_vertical_gardens.html,raw_html_data\178_Building_community-driven_vertical_gardens.html,Success
Building the town of NyE,https://una.city/nbs/arhus/building-town-nye,179_Building_the_town_of_NyE.html,raw_html_data\179_Building_the_town_of_NyE.html,Success
Buku Jalanan Chow Kit Urban Farm,https://una.city/nbs/kuala-lumpur/buku-jalanan-chow-kit-urban-farm,181_Buku_Jalanan_Chow_Kit_Urban_Farm.html,raw_html_data\181_Buku_Jalanan_Chow_Kit_Urban_Farm.html,Success
Bundek Lake Cleaning and Renovation,https://una.city/nbs/zagreb/bundek-lake-cleaning-and-renovation,182_Bundek_Lake_Cleaning_and_Renovation.html,raw_html_data\182_Bundek_Lake_Cleaning_and_Renovation.html,Success
Butterfly booths in the city,https://una.city/nbs/bremen/butterfly-booths-city,183_Butterfly_booths_in_the_city.html,raw_html_data\183_Butterfly_booths_in_the_city.html,Success
Butterfly corridor,https://una.city/nbs/new-delhi/butterfly-corridor,184_Butterfly_corridor.html,raw_html_data\184_Butterfly_corridor.html,Success
CITE educational and community garden,https://una.city/nbs/liege/cite-educational-and-community-garden,214_CITE_educational_and_community_garden.html,raw_html_data\214_CITE_educational_and_community_garden.html,Success
CITYWATER: Biofiltration at Maunulanpuisto Park,https://una.city/nbs/helsinki-helsingfors/citywater-biofiltration-maunulanpuisto-park,227_CITYWATER_Biofiltration_at_Maunulanpuisto_Park.html,raw_html_data\227_CITYWATER_Biofiltration_at_Maunulanpuisto_Park.html,Success
Cacao farm at the Foyer de l'Espérance,https://una.city/nbs/fort-de-france-fua/cacao-farm-foyer-de-lesperance,185_Cacao_farm_at_the_Foyer_de_lEspérance.html,raw_html_data\185_Cacao_farm_at_the_Foyer_de_lEspérance.html,Success
Cache la Poudre River Restoration,https://una.city/nbs/fort-collins/cache-la-poudre-river-restoration,186_Cache_la_Poudre_River_Restoration.html,raw_html_data\186_Cache_la_Poudre_River_Restoration.html,Success
Campus of the University of Bialystok,https://una.city/nbs/bialystok/campus-university-bialystok,187_Campus_of_the_University_of_Bialystok.html,raw_html_data\187_Campus_of_the_University_of_Bialystok.html,Success
Canal restoration in Cagliari,https://una.city/nbs/cagliari-fua/canal-restoration-cagliari,188_Canal_restoration_in_Cagliari.html,raw_html_data\188_Canal_restoration_in_Cagliari.html,Success
Cape Town Environmental Education Trust,https://una.city/nbs/cape-town/cape-town-environmental-education-trust,189_Cape_Town_Environmental_Education_Trust.html,raw_html_data\189_Cape_Town_Environmental_Education_Trust.html,Success
Caracol da Penha Garden,https://una.city/nbs/lisboa-fua/caracol-da-penha-garden,190_Caracol_da_Penha_Garden.html,raw_html_data\190_Caracol_da_Penha_Garden.html,Success
Cardiff Bay Wetlands Reserve,https://una.city/nbs/cardiff/cardiff-bay-wetlands-reserve,191_Cardiff_Bay_Wetlands_Reserve.html,raw_html_data\191_Cardiff_Bay_Wetlands_Reserve.html,Success
Cardiff Castle Interpretation Centre - green roof,https://una.city/nbs/cardiff/cardiff-castle-interpretation-centre-green-roof,192_Cardiff_Castle_Interpretation_Centre_-_green_roof.html,raw_html_data\192_Cardiff_Castle_Interpretation_Centre_-_green_roof.html,Success
Carolinas Community garden,https://una.city/nbs/alicantealacant/carolinas-community-garden,193_Carolinas_Community_garden.html,raw_html_data\193_Carolinas_Community_garden.html,Success
Catchment management approach to flash flood risks,https://una.city/nbs/glasgow/catchment-management-approach-flash-flood-risks,194_Catchment_management_approach_to_flash_flood_risks.html,raw_html_data\194_Catchment_management_approach_to_flash_flood_risks.html,Success
Celebra Vertical Garden,https://una.city/nbs/montevideo/celebra-vertical-garden,195_Celebra_Vertical_Garden.html,raw_html_data\195_Celebra_Vertical_Garden.html,Success
Central Park of Antwerp,https://una.city/nbs/antwerpen/central-park-antwerp,196_Central_Park_of_Antwerp.html,raw_html_data\196_Central_Park_of_Antwerp.html,Success
Cerro de la Popa recovery Project,https://una.city/nbs/cartagena-fua/cerro-de-la-popa-recovery-project,197_Cerro_de_la_Popa_recovery_Project.html,raw_html_data\197_Cerro_de_la_Popa_recovery_Project.html,Success
Chandler Park Marshland,https://una.city/nbs/detroit-fua/chandler-park-marshland,198_Chandler_Park_Marshland.html,raw_html_data\198_Chandler_Park_Marshland.html,Success
Chaowan Nursery Garden Base Project,https://una.city/nbs/kunming-fua/chaowan-nursery-garden-base-project,199_Chaowan_Nursery_Garden_Base_Project.html,raw_html_data\199_Chaowan_Nursery_Garden_Base_Project.html,Success
Chapelgarth Housing Development,https://una.city/nbs/sunderland/chapelgarth-housing-development,200_Chapelgarth_Housing_Development.html,raw_html_data\200_Chapelgarth_Housing_Development.html,Success
Chartreuse Park with interconnected public paths,https://una.city/nbs/liege/chartreuse-park-interconnected-public-paths,201_Chartreuse_Park_with_interconnected_public_paths.html,raw_html_data\201_Chartreuse_Park_with_interconnected_public_paths.html,Success
Chavasse Park,https://una.city/nbs/liverpool/chavasse-park,202_Chavasse_Park.html,raw_html_data\202_Chavasse_Park.html,Success
Chellow Dene reservoirs,https://una.city/nbs/bradford/chellow-dene-reservoirs,203_Chellow_Dene_reservoirs.html,raw_html_data\203_Chellow_Dene_reservoirs.html,Success
Cheonggyecheon Stream Restoration Project,https://una.city/nbs/seoul/cheonggyecheon-stream-restoration-project,204_Cheonggyecheon_Stream_Restoration_Project.html,raw_html_data\204_Cheonggyecheon_Stream_Restoration_Project.html,Success
Chiangmai Urban Farm,https://una.city/nbs/chiangmai/chiangmai-urban-farm,205_Chiangmai_Urban_Farm.html,raw_html_data\205_Chiangmai_Urban_Farm.html,Success
Chickasabogue Park upgrade,https://una.city/nbs/mobile-fua/chickasabogue-park-upgrade,206_Chickasabogue_Park_upgrade.html,raw_html_data\206_Chickasabogue_Park_upgrade.html,Success
Chongqing Tongnan Dafosi Wetland Park,https://una.city/nbs/chongqing/chongqing-tongnan-dafosi-wetland-park,207_Chongqing_Tongnan_Dafosi_Wetland_Park.html,raw_html_data\207_Chongqing_Tongnan_Dafosi_Wetland_Park.html,Success
Choquehuanca Square,https://una.city/nbs/lima-fua/choquehuanca-square,208_Choquehuanca_Square.html,raw_html_data\208_Choquehuanca_Square.html,Success
Christmas trees to protect sand dunes,https://una.city/nbs/wirral/christmas-trees-protect-sand-dunes,209_Christmas_trees_to_protect_sand_dunes.html,raw_html_data\209_Christmas_trees_to_protect_sand_dunes.html,Success
Chulalongkorn Centenary Park,https://una.city/nbs/bangkok/chulalongkorn-centenary-park,210_Chulalongkorn_Centenary_Park.html,raw_html_data\210_Chulalongkorn_Centenary_Park.html,Success
Ciaculli agricultural garden,https://una.city/nbs/palermo/ciaculli-agricultural-garden,211_Ciaculli_agricultural_garden.html,raw_html_data\211_Ciaculli_agricultural_garden.html,Success
Cinque Terre: Planning and restoring coastal traditional agricultural landscape,https://una.city/nbs/genova/cinque-terre-planning-and-restoring-coastal-traditional-agricultural-landscape,212_Cinque_Terre_Planning_and_restoring_coastal_traditional_agricultural_landscape.html,raw_html_data\212_Cinque_Terre_Planning_and_restoring_coastal_traditional_agricultural_landscape.html,Success
Ciobarciu Wetland Restoration Project,https://una.city/nbs/iasi-fua/ciobarciu-wetland-restoration-project,213_Ciobarciu_Wetland_Restoration_Project.html,raw_html_data\213_Ciobarciu_Wetland_Restoration_Project.html,Success
Citizen Farm,https://una.city/nbs/toulouse/citizen-farm,215_Citizen_Farm.html,raw_html_data\215_Citizen_Farm.html,Success
Citizen tree sponsorships programme,https://una.city/nbs/leipzig/citizen-tree-sponsorships-programme,216_Citizen_tree_sponsorships_programme.html,raw_html_data\216_Citizen_tree_sponsorships_programme.html,Success
Citizens' initiative Ekoekipa Prečko gardens,https://una.city/nbs/zagreb/citizens-initiative-ekoekipa-precko-gardens,217_Citizens_initiative_Ekoekipa_Prečko_gardens.html,raw_html_data\217_Citizens_initiative_Ekoekipa_Prečko_gardens.html,Success
City Garden,https://una.city/nbs/nurnberg/city-garden,219_City_Garden.html,raw_html_data\219_City_Garden.html,Success
City Island Park Tour,https://una.city/nbs/utrecht/city-island-park-tour,220_City_Island_Park_Tour.html,raw_html_data\220_City_Island_Park_Tour.html,Success
City development project Central Railway Area of Munich,https://una.city/nbs/munich/city-development-project-central-railway-area-munich,218_City_development_project_Central_Railway_Area_of_Munich.html,raw_html_data\218_City_development_project_Central_Railway_Area_of_Munich.html,Success
"City of 1,000 Tanks",https://una.city/nbs/chennai/city-1000-tanks,221_City_of_1000_Tanks.html,raw_html_data\221_City_of_1000_Tanks.html,Success
City of Fairhope: Working Waterfront and Greenspace Restoration Project,https://una.city/nbs/mobile-fua/city-fairhope-working-waterfront-and-greenspace-restoration-project,222_City_of_Fairhope_Working_Waterfront_and_Greenspace_Restoration_Project.html,raw_html_data\222_City_of_Fairhope_Working_Waterfront_and_Greenspace_Restoration_Project.html,Success
City of Gothenburg Tree Policy,https://una.city/nbs/goteborg-fua/city-gothenburg-tree-policy,223_City_of_Gothenburg_Tree_Policy.html,raw_html_data\223_City_of_Gothenburg_Tree_Policy.html,Success
City-Park Urban project at Plaine Achille,https://una.city/nbs/saint-etienne/city-park-urban-project-plaine-achille,224_City-Park_Urban_project_at_Plaine_Achille.html,raw_html_data\224_City-Park_Urban_project_at_Plaine_Achille.html,Success
CityTree,https://una.city/nbs/oslo/citytree,225_CityTree.html,raw_html_data\225_CityTree.html,Success
CityTree in Budapest,https://una.city/nbs/budapest/citytree-budapest,226_CityTree_in_Budapest.html,raw_html_data\226_CityTree_in_Budapest.html,Success
Civic Space Park,https://una.city/nbs/phoenix-fua/civic-space-park,228_Civic_Space_Park.html,raw_html_data\228_Civic_Space_Park.html,Success
Clarendon Elementary School Rain Garden,https://una.city/nbs/phoenix-fua/clarendon-elementary-school-rain-garden,229_Clarendon_Elementary_School_Rain_Garden.html,raw_html_data\229_Clarendon_Elementary_School_Rain_Garden.html,Success
"Cleaning ""Blato"" shrubs and informal waste disposal site",https://una.city/nbs/zagreb/cleaning-blato-shrubs-and-informal-waste-disposal-site,230_Cleaning_Blato_shrubs_and_informal_waste_disposal_site.html,raw_html_data\230_Cleaning_Blato_shrubs_and_informal_waste_disposal_site.html,Success
Cleaning of the Chirita Pond,https://una.city/nbs/iasi-fua/cleaning-chirita-pond,231_Cleaning_of_the_Chirita_Pond.html,raw_html_data\231_Cleaning_of_the_Chirita_Pond.html,Success
Cleavleys Wet Woodland renaturalisation,https://una.city/nbs/greater-manchester/cleavleys-wet-woodland-renaturalisation,232_Cleavleys_Wet_Woodland_renaturalisation.html,raw_html_data\232_Cleavleys_Wet_Woodland_renaturalisation.html,Success
